username;Sentiment;content
L4DYOR17;Negatif;seluruh kader pdemokrat menolak kenaikan harga bbm         
LaNyallaMM1;Netral;sebab  pengamat kebijakan publik bambang haryo telah memberikan tanggapan dan pandangannya terkait subsidi harga bbm petrol     oktan     yang ada di malaysia dan subsidi harga bbm pertalite oktan    yang ada di indonesia     
LaNyallaMM1;Netral;saya minta pemerintah terbuka terhadap harga subsidi bbm jenis pertalite jika dibandingkan dengan subsidi bbm jenis petrol    yang ada di malaysia  hal itu penting untuk dijelaskan secara rinci oleh pemerintah agar tak ada yang ditutupi     
RMOLJatim_id;Positif;harga bbm naik  imm dki  jokowi neolib   ikatan mahasiswa muhammadiyah  imm  dki jakarta kebijakan pemerintah menaikan harga bahan bakar minyak  bbm  bersubsidi   baca selengkapnya di berita rmoljatim   harga bbm naik  imm dki  jokowi neolib      
LaNyallaMM1;Netral;sebab  selama ini pemerintah kerap membandingkan harga bbm subsidi dengan negara lain  yang akhirnya banyak diteruskan pendukung pemerintah di media media sosial  belakangan  marak di media sosial soal harga bbm di malaysia yang disebut lebih murah dari indonesia    
LaNyallaMM1;Netral;perbandingan harga bbm subsidi antara indonesia dengan malaysia yang belakangan marak di media harus dijelaskan secara transparan      
munah_mun2;Positif;ganjar pranowo menyiapkan anggaran rp    miliar menyusul ditetapkannya harga bbm naik tujuannya untuk ini simak selengkapnya
Zyanpatra;Positif;ada angin surga dari menteri esdm soal harga bbm 
polsekdonorojo1;Positif;wujud empati polsek donorojo  salurkan bansos ke tukang ojek dan nelayan yang terdampak penyesuaian harga bbm  polres jepara   polsek donorojo menyalurkan paket bantuan sosial  bansos  untuk membantu masyarakat ekonomi lemah di daerah itu akibat dampak penyesuaian bbm bersubsidi  
KanseulirBackUp;Positif;jangan mengeluh meski harga bbm naik  ayo tetap  
gregorius_6;Negatif;jgn dipisahin  biarin mrk ribut  sama  cari muka kok face with hand over mouth   keras  sebut ulah walk out pks soal kenaikan harga bbm hanya cari muka saja  fahri hamzah  sudah tidak ada harganya di mata masyarakat  
nabielfha;Negatif;hari ini aku yang bahagia  esok   entahlah   kemarin kamu yang penuh luka  ia yang di landa duka  mereka yang penuh suka   semua bisa bertukar kapanpun  dimanapun    tetap bakar semangat  walau harga bbm menyengat   fire  fire 
uki_rev;Negatif;  sakit si kalau dengar begini  ditengah kenaikan harga bbm  yg sangat kerasa terdampak ya masyarakat akar rumput  eh malah pegawai bumn gajinya dinaikin  apa ini adil  rakyat dibawah sekarat  yg diatas malah pesta
juanto_mm;Negatif; lanjutkan  suarakan kebenaran dan keadilan untuk rakyat harga bbm  sembako dan pajak naik beban semakin berat
strommamo;Negatif;pesulap merah menjadi salah satu sosok yang turut dibicarakan di tengah kenaikan harga bbm  pasalnya  masyarakat meminta pemilik nama marcel radhival itu mengeluarkan keahliannya untuk menurunkan harga bbm  
timescoid;Positif;polresta malang kota menyalurkan bantuan sosial  bansos  kepada masyarakat yang terdampak akibat kenaikan harga bahan bakar minyak  bbm  diketahui  kenaikan harga bbm tur    
timescoid;Negatif;terkait kenaikan harga bbm dan liberalisasi migas  forum ulama priangan timur yang tergabung dalam pusat kajian  amp  diskusi  pkd  secara tegas menyatakan menolak atas keput    
jpnncom;Positif;menteri energi dan sumber daya mineral  esdm  arifin tasrif mengakui ada potensi penurunan harga bahan bakar minyak  bbm    
NagregPolsek;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
polsek_pmpk_bdg;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
resti_tie20;Positif;  ga terdampak naiknya harga bbm polres sorong salurkan sembako
PoldaKaltara_;Positif;personel sat samapta polres malinau melakukan kegiatan patroli dalam rangka mengantisipasi dampak penyesuaian harga bahan bakar minyak  bbm   jumat              
PoldaKaltara_;Positif;polres malinau melaksanakan kegiatan sosial dengan memberikan bantuan sosial  bansos  sembako pada jum at berkah kepada masyarakat yang terdampak penyesuaian harga bahan bakar minyak  bbm  di kabupaten malinau  jum at           
steward_prb;Negatif;pemerintah dan dpr gagal membuat perencanaan keuangan yang baik  seharusnya yang menanggung risikonya adalah pemerintah dan dpr dengan memotong gaji dan atau tunjangan mereka  bukan malah mengambil uang rakyat dengan menaikkan harga bbm 
HeriFerdinand5;Negatif;seandainya presiden jokowi di usung oleh pks pp pkb dan demokrat terus naikin harga bbm  dan pdip gerakin aksi penolakan sehari presiden pasti lengser 
AkunJutaanKali;Negatif; mdedee tante  setelah itu plg update status stress bbm naik harga naik 
tribunnews;Negatif;tolak harga bbm naik  buruh akan lakukan aksi sepanjang september         via 
SatelitNewsID;Negatif;mahasiswa bakal terus aksi unjuk rasa sampai harga bbm turun  
MuslihZaenal;Netral;sebenarnya sulit untuk merubah putusan pemerintah perihal kenaikan harga bbm  soalnya semua komponen yg berhubungan dgn bbm sudah naik dukuan    tapi ada baiknya jika pemerintah menaikkan subsidi  mencari hibah dana dari pengusaha dalam  amp  luar negeri   
tribunnews;Positif;pengamat nilai penyesuaian harga bbm sudah tepat  upaya pemerintah menyelamatkan apbn   
MSNindonesia;Netral;kenaikan harga bbm diprediksi pengaruhi kunjungan ke gunungkidul 
DemokratDIY;Negatif;tegas    menolak kenaikan harga bbm  hbd pak sby
CNNIDdaily;Negatif;menteri bumn erick thohir mengatakan akan ada revisi harga bbm jika harga minyak mentah dunia mengalami penurunan  erick thohir menegaskan  tidak mungkin pertamina mencari keuntungan besar ketika rakyat susah   
tribunnews;Negatif;tolak harga bbm naik  buruh akan lakukan aksi sepanjang september        
EMonnyie;Negatif; trs harga bbm bgm  yang jauh lebih menyentuh sendi  kehidupan masyarakat  anda setuju  
PolsekCangkuang;Positif;terlebih saaf ini harga bbm mengalami kenaikan    diharapkan masyarakat jugs bisa menjaga kamtibmas di jawa barat dan bisa terus melangkah maju   ucapnya   pembagian bantuan sembako itu dilakukan disejumlah titik  mulai dari tegalega  batununggal 
PoldaKaltara_;Positif;polres malinau memberikan bantuan sosial  bansos  sembako pada jum at berkah kepada masyarakat yang terdampak penyesuaian harga bahan bakar minyak  bbm  di kabupaten malinau  jum at            
DemokratDIY;Negatif;partai demokrat menolak rencana pemerintah menaikkan harga bbm  hbd pak sby
PPapar01;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm  polres kediri bersama dengan tni dan dishub kabupaten kediri melasakanan bakti sosial dengan membagikan     paket sembako kepada masyarakat yang terdampak adanya kenaikan harga bahan bakar minyak  bbm  
kompascom;Positif;pengusaha yang terdampak perlu memiliki strategi atau cara untuk menghadapi kenaikan harga bbm agar roda bisnis yang dijalani tetap berjalan  
PolsekCangkuang;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
tia_ummufathin;Negatif;kenaikan harga bbm membuat masyarakat lintas aliansi ramai ramai menolak dengan melakukan aksi  tak terkecuali masyarakat bogor yang tergabung dalam fkuib yang rabu kemarin    september      menggelar aksi di depan gedung dprd kota bogor  apa saja yang menjadi tuntutan mereka  
oposisitulen_;Negatif;inflasi berpotensi tembus   persen akibat kenaikan harga bbm    
polsekdonorojo1;Positif;kapolres berikan bansos terhadap sopir dan ojol di jepara  polres jepara   polres jepara memberikan bantuan sosial  bansos  kepada masyarakat terdampak pasca penyesuaian harga bahan bakar minyak  bbm  oleh pemerintah   bantuan itu berupa sembako diberikan kpdsopir angkot dan ojol 
julywidiawati;Negatif; nah bbm naik ujung nya harga ojol naik
PolsekKidul;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
DemokratDIY;Negatif;demokrat  tidak tepat untuk saat ini atau tahun ini pemerintah menaikkan harga bbm  yang ada akan membuat beban masyarakat bertambah   hbd pak sby
DemokratDIY;Negatif;demokrat menolak kenaikan harga bbm  pemerintah jangan berhitung untung rugi  tidak boleh berbisnis dengan rakyat   hbd pak sby
wswiryawan;Negatif; saya dukung yang demo menolak kenaikan harga bbm  daripada loe  kerjanya cuman mbacot doang  tidak ada manfaatnya buat negeri ini  malah banyak nyakitin hati rakyat  payah loe  parah loe  hina bener hidup loe  hahahaha hahahaha hahahaha hahahaha
BryanMyBoy2;Negatif; ternyata harga bbm subsidi naik kagak ngaruh   tetep aja macet  grinning face    ya kan om
sociogeeks_;Netral;produk rambak dong tidak ada yang naik harga  harganya tetap  bahkan setelah kenaikan bbm yang membuat bahan baku jadi lebih mahal  dengan promo flash sale itu artinya harganya lebih murah lagi   gratis ongkir  yuk larisin  insyaallah nggak bakal kecewa 
Nuky_A;Netral;akibat harga bbm naik 
LaNyallaAcademy;Netral;lanyalla  viral soal harga bbm malaysia harus dijelaskan     selama ini pemerintah kerap membandingkan harga  subsidi dgn negara lain    akhirnya banyak diteruskan pendukung pemerintah di medsos      
Poldametrojaya_;Negatif;personil dit samapta polda metro jaya melaksanakan kegiatan pengamanan aksi unjuk rasa terkait penyesuaian harga bbm disekitar monas          
suaradotcom;Negatif;erick thohir menyinggung soal penyesuaian gaji karyawan bumn usai pemerintah menaikkan harga bbm pada akhir pekan lalu   
radarkotanews;Negatif;harga bbm melejit  pemerintah terlihat berkelit 
KompasTV;Negatif;ribuan buruh di karawang berunjuk rasa tolak kenaikan harga bbm  
ishtar_bejo;Negatif; percaya saja akan ada pahlawan kesiangan yang akan turunkan harga bbm untuk menaikkan nama pilpres 
Karsono12732862;Negatif; gak usah keluar topik minggu ini soal kenaikan harga bbm
S1LOKA;Negatif;rezim joko widodo  jokowi  segera tumbang dalam waktu dekat setelah masyarakat sudah tidak percaya penguasa akibat kebijakan menaikkan harga bbm    
BEMSEBI;Negatif;aksi di gelar karena menolak kenaikan harga bbm  maka dari itu  aliansi bem seluruh indonesia menuntut dan mendesak pemerintah untuk mencabut keputusan terkait kenaikan bbm    selengkapnya di backhand index pointing down light skin tone    narahubung   hafsah nur syahidah  
polsek_antapani;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
GafIkhsan;Negatif;ketika harga minyak dunia turun  harga bbm di indonesia tdk turun  lalu uangnya ke mana  kenaikan harga bbm membuat kehidupan rakyat yg sudah sulit jadi makin sulit   hbd pak sby
GafIkhsan;Negatif;partai demokrat tak melihat upaya pemerintah berhemat sebelum meminta rakyat utk hidup lebih sulit dgn menaikkan harga bbm   hbd pak sby
HumasPolsek03;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm    wakapolda jabar brigjen pol  bariza 
TezaSumendra;Netral;selain kenaikan harga bbm dan cacar monyet  parkiran sarinah juga membulatkan tekad ku untuk diam di rumah   sparkles 
AchFath;Negatif;pemerintah harus jujur dan berpihak pada rakyat  saat harga minyak dunia turun  harga bbm harusnya turun dong  
GafIkhsan;Negatif;anggota fraksi demokrat komisi c dprd sintang  mainar puspa sari  turut menyampaikan kritik atas kebikana pemerintah menaikkan harga bbm subsidi   hbd pak sby
W090N;Negatif;  bbm naik karen emang harga minyak dunia lagi naik  setau saya pertamina udah kembali untung deh  ruginya pas lagi pandemi aja sekarang mh udah nggak
GafIkhsan;Negatif;demokrat menilai bhw penjelasan pemerintah menaikkan harga bbm subsidi di tengah melemahnya daya beli rakyat pasca pandemi covid    menunjukkan cara pemerintah mengelola ekonomi  amburadul   hbd pak sby
abu_waras;Negatif;  berbagai ormas dan elemen masyarakat terus bergerak di berbagai daerah untuk menolak kenaikan harga bbm  netizen  diantara mereka ada para pendukung jokowi yang telah kembali waras  
GafIkhsan;Negatif;kenaikan harga bbm akan menambah berat beban rakyat  karenanya  ali mendesak pemerintah membatalkan kenaikan harga bbm tersebut   hbd pak sby
azkaazfr;Netral;tak kira cuma harga bbm yg naik  ternyata harga ip juga ikutan naik  loudly crying face  
PolsekBdg;Positif; ringankan beban masyarakat terdampak kenaikan bbm polda  jabar beri bantuan ribuan  sembako   polda jabar dan polres jajaran serentak memberikan ribuan bantuan kepada masyarakat yang terdampak akan kenaikan harga bahan bakar minyak  bbm   
W090N;Negatif; ya kan bbm naik karena emang harga minyak dunia juga lagi naik  setau saya pertamina udah kembali untung deh  ruginya pas lagi pandemi aja
missiffaa;Negatif;kondisi ekonomi rakyat belum pulih  jangan bebani dengan rencana kenaikan harga bbm subsidi   tandatangani petisi   lewat 
FaisalLuba;Negatif;kami mendengar dan merasa jeritanmu tapi nga pake nangis seluruh kader pdemokrat menolak kenaikan harga bbm         
LbsSallim;Negatif; yg perlu ditolak bukan harga bbm tp oknum pemerintah yg berkuasa sekarang
strommamo;Negatif;menteri perhubungan budi karya sumadi mengakui ada dampak kenaikan harga bbm terhadap sektor transportasi yang baru saja diumumkan presiden joko widodo atau jokowi  ia mengklaim dampak yang muncul terkendali dengan baik  
Monitorind_news;Positif;harga bbm naik  kapolres blitar kota patroli ke pasar cek harga dan borong sembako untuk diberikan pada driver ojol 
Darwan45537622;Negatif; hanya peduli  proyek kereta cepat dan ikn  pemerintah  amat kejam di tengah kondisi masyarakat yang berada di bawah himpitan ekonomi yg sulit dgn teganya justru menaikkan harga bbm   kata achmad nur padahal  saat ini harga minyak dunia sedang turun  
setan_abadi;Netral;abis nonton drakor kok tiba  kepikiran ya kenaikan harga bbm bersubsidi cmn buat nutupi kasusnya sambo   menurut kalian gimana 
lantasbenteng;Positif;pemberian bantuan sosial dalam rangka hut polantas ke    dengan sasaran masyarakat yang terdampak kenaikan harga bbm  jumat    september                
Muzakki40626970;Netral;buat pak jokowi bbm naik tidak apa apa  asalkan harga jual masyarakat juga naik seperti sawit  karet  dll 
jalur5_;Positif;sejak   minggu kenaikan harga bbm bersubsidi diumumkan  apakah  merasa layanan public transport seperti transjakarta  commuter line  mrtj  dan lainnya lebih padat     
goldenboyz87;Negatif; gimana kalo kalian sekolah saja yg pintar supaya kalo nantinya di pemerintahan  kalian bisa menurunkan harga bbm dan bukan menaikannya  awas kalo ketika nanti salah satu dari kalian menjadi pemimpin  malah kalian ikut menaikkan harga bbm 
